run_id,experiment_id,timestamp_utc,model_name,hf_model_id,base_model,model_revision,quantization,quantization_name,quantization_method,role,backend,weight_dtype,decoding_mode,xgrammar_enabled,grammar_version,prompt_template_version,output_profile,task_id,task_idx,seed,attempt,repair_round,temperature,top_p,max_output_tokens,prompt_tokens,completion_tokens,generation_latency_ms,tokens_per_second,raw_output_path,parsed_output_path,minitriton_code_path,test_code_path,structure_valid,schema_valid,code_extracted,compiled,compile_duration_ms,compile_stdout_path,compile_stderr_path,ran_successfully,runtime_duration_ms,runtime_stdout_path,runtime_stderr_path,correctness_passed,max_abs_error,max_rel_error,mean_abs_error,rtol,atol,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,throughput,pytorch_baseline_latency_ms,speedup_vs_pytorch,gpu_type,gpu_count,peak_gpu_memory_mb,cpu_memory_mb,failure_stage,failure_labels,overall_passed,notes,performance_passed
d7a0ea63-991a-4a50-b6ad-9c189c874650,qwen3_coder_tb_v1,2026-06-09T00:51:58.962573+00:00,qwen3_coder_30b_awq_8bit,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen/Qwen3-Coder-30B-A3B-Instruct,67005ed5bf96d22505a5b28b6df5ee706e4f58e7,awq_8bit,qwen3_coder_30b_awq_8bit,compressed-tensors,high_precision_quantized,vllm_cuda,awq_8bit,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_000,0,0,0,0,0.0,1.0,2048,527,1503,11744.267092999962,127.97733465171669,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/extracted_code.py,,True,True,True,False,14485.112082999989,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
d7a0ea63-991a-4a50-b6ad-9c189c874650,qwen3_coder_tb_v1,2026-06-09T00:52:03.316624+00:00,qwen3_coder_30b_awq_8bit,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen/Qwen3-Coder-30B-A3B-Instruct,67005ed5bf96d22505a5b28b6df5ee706e4f58e7,awq_8bit,qwen3_coder_30b_awq_8bit,compressed-tensors,high_precision_quantized,vllm_cuda,awq_8bit,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_001,1,0,0,0,0.0,1.0,2048,254,608,4320.825015000026,140.7138678121165,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/extracted_code.py,,True,True,True,False,14485.112082999989,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
d7a0ea63-991a-4a50-b6ad-9c189c874650,qwen3_coder_tb_v1,2026-06-09T00:52:11.595902+00:00,qwen3_coder_30b_awq_8bit,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen/Qwen3-Coder-30B-A3B-Instruct,67005ed5bf96d22505a5b28b6df5ee706e4f58e7,awq_8bit,qwen3_coder_30b_awq_8bit,compressed-tensors,high_precision_quantized,vllm_cuda,awq_8bit,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_002,2,0,0,0,0.0,1.0,2048,430,1159,8242.311268999969,140.615897916777,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/extracted_code.py,,True,True,True,False,14485.112082999989,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
d7a0ea63-991a-4a50-b6ad-9c189c874650,qwen3_coder_tb_v1,2026-06-09T00:52:19.841167+00:00,qwen3_coder_30b_awq_8bit,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen/Qwen3-Coder-30B-A3B-Instruct,67005ed5bf96d22505a5b28b6df5ee706e4f58e7,awq_8bit,qwen3_coder_30b_awq_8bit,compressed-tensors,high_precision_quantized,vllm_cuda,awq_8bit,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_003,3,0,0,0,0.0,1.0,2048,362,1155,8211.321646999977,140.65945162700837,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/extracted_code.py,,True,True,True,False,14485.112082999989,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
d7a0ea63-991a-4a50-b6ad-9c189c874650,qwen3_coder_tb_v1,2026-06-09T00:52:21.573537+00:00,qwen3_coder_30b_awq_8bit,cyankiwi/Qwen3-Coder-30B-A3B-Instruct-AWQ-8bit,Qwen/Qwen3-Coder-30B-A3B-Instruct,67005ed5bf96d22505a5b28b6df5ee706e4f58e7,awq_8bit,qwen3_coder_30b_awq_8bit,compressed-tensors,high_precision_quantized,vllm_cuda,awq_8bit,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_004,4,0,0,0,0.0,1.0,2048,203,237,1698.9738720000105,139.49596512688368,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/extracted_code.py,,True,True,True,False,14485.112082999989,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_awq_8bit/awq_8bit/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
a6fcc0df-a1de-45cf-aba6-6193d46850f3,qwen3_coder_tb_v1,2026-06-09T00:54:29.189787+00:00,qwen3_coder_30b_bf16,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,bf16_or_fp16,qwen3_coder_30b_bf16,,baseline,vllm_cuda,bf16_or_fp16,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_000,0,0,0,0,0.0,1.0,2048,527,1018,9845.093797000005,103.40175736164187,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/extracted_code.py,,True,True,True,False,22724.757830000046,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_000/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
a6fcc0df-a1de-45cf-aba6-6193d46850f3,qwen3_coder_tb_v1,2026-06-09T00:54:33.956900+00:00,qwen3_coder_30b_bf16,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,bf16_or_fp16,qwen3_coder_30b_bf16,,baseline,vllm_cuda,bf16_or_fp16,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_001,1,0,0,0,0.0,1.0,2048,254,649,4720.9724319999395,137.47167757238205,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/extracted_code.py,,True,True,True,False,22724.757830000046,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_001/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
a6fcc0df-a1de-45cf-aba6-6193d46850f3,qwen3_coder_tb_v1,2026-06-09T00:54:41.080046+00:00,qwen3_coder_30b_bf16,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,bf16_or_fp16,qwen3_coder_30b_bf16,,baseline,vllm_cuda,bf16_or_fp16,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_002,2,0,0,0,0.0,1.0,2048,430,973,7079.854790000013,137.43219724990973,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/extracted_code.py,,True,True,True,False,22724.757830000046,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_002/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
a6fcc0df-a1de-45cf-aba6-6193d46850f3,qwen3_coder_tb_v1,2026-06-09T00:54:49.665571+00:00,qwen3_coder_30b_bf16,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,bf16_or_fp16,qwen3_coder_30b_bf16,,baseline,vllm_cuda,bf16_or_fp16,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_003,3,0,0,0,0.0,1.0,2048,362,1175,8543.020096000077,137.5391824900595,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/extracted_code.py,,True,True,True,False,22724.757830000046,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_003/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
a6fcc0df-a1de-45cf-aba6-6193d46850f3,qwen3_coder_tb_v1,2026-06-09T00:54:51.397695+00:00,qwen3_coder_30b_bf16,Qwen/Qwen3-Coder-30B-A3B-Instruct,Qwen/Qwen3-Coder-30B-A3B-Instruct,b2cff646eb4bb1d68355c01b18ae02e7cf42d120,bf16_or_fp16,qwen3_coder_30b_bf16,,baseline,vllm_cuda,bf16_or_fp16,xgrammar_off,False,1.0,tritonbench_v1,tritonbench_python,tritonbench_t_004,4,0,0,0,0.0,1.0,2048,203,230,1689.9854370000185,136.09584731587097,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/raw_output.txt,,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/extracted_code.py,,True,True,True,False,22724.757830000046,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/compile_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/compile_stderr.txt,False,0,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/runtime_stdout.txt,/results/qwen3_coder_tb_v1/models/qwen3_coder_30b_bf16/bf16_or_fp16/tritonbench_python/xgrammar_off/task_004/seed_000/attempt_000/runtime_stderr.txt,False,,,,,,,,,,,,,,1,,,compile,['compile_error'],False,,True
